path,kind,metric_key,metric_type,metric_value
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000184,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000189,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000191,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000196,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000197,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000199,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000200,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000202,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000205,int,1
work/isic18_pseudovideo_full/pseudo1522/protocol/protocol.json,protocol_or_split,dataset_counts.ISIC_0000206,int,1
