path,root,family_or_bridge,dice,kind
work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward,bridge_3,0.892934569262236,route_or_propagation
work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward,bridge_4,0.8765423473097349,route_or_propagation
work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward,bridge_5,0.8841211915289707,route_or_propagation
work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward,bridge_6,0.8683697155874169,route_or_propagation
work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward/route_family_summary.json,work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward,direct,0.8205115094459068,route_or_propagation
work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward_validation/route_family_summary.json,work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward_validation,bridge_1,0.8404015944090775,route_or_propagation
work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward_validation/route_family_summary.json,work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward_validation,bridge_2,0.8372756815400371,route_or_propagation
work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward_validation/route_family_summary.json,work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward_validation,bridge_3,0.8655835543364225,route_or_propagation
work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward_validation/route_family_summary.json,work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward_validation,bridge_4,0.8708087079514147,route_or_propagation
work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward_validation/route_family_summary.json,work/kvasir_1pct_anchors/hybrid_text_knn_lambda02/sam3enc_anchor_conditioned_target_pooling/eval_base_no_ft_b7_forward_validation,bridge_5,0.8671511220304277,route_or_propagation
